split,playoffs,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,goldat15,xpat15,csat15,opp_goldat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15
Summer,0,1,10.12,6,Red,top,Impact,Team Liquid,Mordekaiser,Graves,Varus,Yuumi,Blitzcrank,Morgana,1696,0,1,4,0,3,9,0,0,0,0,0,0,0,0,0.1061,0.4245,9903,350.342,0.281727,580.0118,731.1439,13,0.4599,4,0.1415,5,23,0.8137,8135,4400,155.6604,0.199185,7470,182,178,4,1,0,6.4387,2634,3772,55,3928,4728,85,-1294,-956,-30,4132,6335,97,5448,120,-1316,-506,-23
Summer,0,1,10.12,7,Red,jng,Broxah,Team Liquid,Trundle,Graves,Varus,Yuumi,Blitzcrank,Morgana,1696,0,0,2,1,3,9,0,0,0,0,1,0,1,0,0.1061,0.4245,3919,138.6439,0.11149,910.2948,630.1415,7,0.2476,5,0.1769,7,33,1.1675,6735,3000,106.1321,0.135802,6345,120,9,111,88,0,4.2453,2791,2977,53,3145,3302,59,-354,-325,-6,3839,4116,70,5475,92,-1636,-1468,-22
Summer,0,1,10.12,8,Red,mid,Jensen,Team Liquid,Cassiopeia,Graves,Varus,Yuumi,Blitzcrank,Morgana,1696,0,0,1,1,3,9,0,0,0,0,0,0,0,0,0.1061,0.4245,3945,139.5637,0.11223,442.0401,255.1769,9,0.3184,5,0.1769,5,22,0.7783,9874,6139,217.1816,0.277916,8610,276,260,16,16,0,9.7642,3428,5087,96,3644,4189,74,-216,898,22,5107,7612,145,6616,129,-1509,311,16
Summer,0,1,10.12,9,Red,bot,Tactical,Team Liquid,Ezreal,Graves,Varus,Yuumi,Blitzcrank,Morgana,1696,0,1,1,1,3,9,0,0,0,0,1,1,0,0,0.1061,0.4245,14732,521.1792,0.419106,354.3396,282.0637,12,0.4245,3,0.1061,4,24,0.8491,9778,6043,213.7854,0.27357,8850,257,245,12,4,4,9.092,3862,3426,95,3421,3107,85,441,319,10,5493,5889,143,5339,141,154,334,2
Summer,0,1,10.12,10,Red,sup,CoreJJ,Team Liquid,Thresh,Graves,Varus,Yuumi,Blitzcrank,Morgana,1696,0,1,1,1,3,9,0,0,0,0,1,0,1,0,0.1061,0.4245,2652,93.8208,0.0754459,290.6958,228.5377,37,1.309,15,0.5307,12,80,2.8302,6243,2508,88.7264,0.113527,5300,35,35,0,0,0,1.2382,2179,2739,14,2119,2670,13,60,69,1,3122,3351,19,3383,21,-261,-1004,-2
Spring,0,1,10.04,1,Blue,top,Impact,Team Liquid,Sett,Xayah,Senna,Syndra,Aatrox,Irelia,1805,1,5,1,5,13,1,1,0,0,0,1,1,0,0,0.4321,0.4654,13167,437.6842,0.188052,737.1191,998.9917,13,0.4321,4,0.133,4,19,0.6316,13015,9057,301.0637,0.25131,10608,233,229,4,4,0,7.7452,3714,4857,90,2742,4021,64,972,836,26,5133,6658,123,4204,101,929,71,22
Spring,0,1,10.04,2,Blue,jng,Broxah,Team Liquid,Gragas,Xayah,Senna,Syndra,Aatrox,Irelia,1805,1,1,0,5,13,1,0,0,0,0,1,0,1,0,0.4321,0.4654,6879,228.6648,0.0982462,479.4349,329.0526,22,0.7313,11,0.3657,9,55,1.8283,9686,5728,190.4044,0.15894,8575,156,24,132,76,9,5.1856,3245,3218,62,2965,3030,63,280,188,-1,4745,5026,90,4223,92,522,371,-2
Spring,0,1,10.04,3,Blue,mid,Jensen,Team Liquid,Zoe,Xayah,Senna,Syndra,Aatrox,Irelia,1805,1,4,0,5,13,1,0,0,0,0,0,0,0,0,0.4321,0.4654,24980,830.3601,0.356765,159.5235,79.9446,12,0.3989,7,0.2327,5,30,0.9972,12839,8881,295.2133,0.246426,11225,282,258,24,16,8,9.374,3614,5232,102,3331,4888,91,283,344,11,5849,7886,156,4768,133,1081,767,23
Spring,0,1,10.04,4,Blue,bot,Tactical,Team Liquid,Miss Fortune,Xayah,Senna,Syndra,Aatrox,Irelia,1805,1,3,0,5,13,1,1,1,0,0,0,0,0,0,0.4321,0.4654,20046,666.349,0.286298,160.0222,347.3019,14,0.4654,11,0.3657,5,42,1.3961,13345,9387,312.0332,0.260466,12425,302,279,23,16,5,10.0388,3209,2979,85,3440,3303,97,-231,-324,-12,5783,5420,146,4910,143,873,99,3
Spring,0,1,10.04,5,Blue,sup,CoreJJ,Team Liquid,Braum,Xayah,Senna,Syndra,Aatrox,Irelia,1805,1,0,0,9,13,1,0,0,0,0,0,0,0,0,0.4321,0.4654,4946,164.41,0.070639,270.9806,310.6371,40,1.3296,9,0.2992,9,74,2.4598,6944,2986,99.2576,0.0828579,5975,30,30,0,0,0,0.9972,2053,2708,11,2061,2644,11,-8,64,0,3049,3980,18,2996,22,53,463,-4
Summer,0,1,10.12,6,Red,top,Impact,Team Liquid,Jayce,Volibear,Varus,Yuumi,LeBlanc,Orianna,2776,1,3,4,2,10,9,1,0,0,0,0,0,0,0,0.2161,0.4107,30957,669.0994,0.487443,453.1988,359.6542,22,0.4755,7,0.1513,6,44,0.951,19850,13911,300.67,0.240624,17175,439,406,33,8,14,9.4885,3990,4759,85,3390,4602,78,600,157,7,5948,7767,137,5094,130,854,477,7
Summer,0,1,10.12,7,Red,jng,Broxah,Team Liquid,Lee Sin,Volibear,Varus,Yuumi,LeBlanc,Orianna,2776,1,2,2,4,10,9,0,0,0,0,0,0,0,0,0.2161,0.4107,5337,115.353,0.0840353,632.2046,957.6657,24,0.5187,20,0.4323,17,76,1.6427,15296,9357,202.2406,0.161853,14600,279,39,240,135,29,6.0303,3131,3182,56,3131,3620,71,0,-438,-15,5337,5524,94,5021,106,316,-3,-12
Summer,0,1,10.12,8,Red,mid,Jensen,Team Liquid,Twisted Fate,Volibear,Varus,Yuumi,LeBlanc,Orianna,2776,1,1,0,6,10,9,0,0,0,0,0,0,0,0,0.2161,0.4107,12146,262.5216,0.191248,293.0836,181.8156,15,0.3242,10,0.2161,6,62,1.3401,20650,14711,317.9611,0.254461,20750,425,378,47,31,4,9.1859,3703,4813,91,3487,4468,89,216,345,2,6277,8013,147,5782,142,495,672,5
Summer,0,1,10.12,9,Red,bot,Tactical,Team Liquid,Cassiopeia,Volibear,Varus,Yuumi,LeBlanc,Orianna,2776,1,4,2,2,10,9,0,0,0,0,0,0,0,1,0.2161,0.4107,10515,227.2695,0.165567,453.3285,276.4625,22,0.4755,8,0.1729,6,46,0.9942,21147,15208,328.7032,0.263058,21690,460,435,25,14,11,9.9424,3199,3225,79,3591,3129,81,-392,96,-2,5934,5921,126,5737,124,197,415,2
Summer,0,1,10.12,10,Red,sup,CoreJJ,Team Liquid,Blitzcrank,Volibear,Varus,Yuumi,LeBlanc,Orianna,2776,1,0,1,5,10,9,0,0,0,0,0,0,0,0,0.2161,0.4107,4554,98.4294,0.0717064,239.2651,308.6239,70,1.513,23,0.4971,19,142,3.0692,10564,4625,99.964,0.0800044,9425,50,50,0,0,0,1.0807,2191,2527,19,2286,2705,17,-95,-178,2,3592,4106,25,3310,23,282,665,2
Summer,0,1,10.13,1,Blue,top,Impact,Team Liquid,Shen,Gangplank,Volibear,Wukong,LeBlanc,Bard,2283,1,7,0,2,10,5,1,0,0,0,1,1,0,0,0.2628,0.3942,17407,457.477,0.224993,544.2838,1097.7661,21,0.5519,4,0.1051,8,41,1.0775,18105,13172,346.1761,0.27546,15700,384,360,24,4,20,10.092,3548,5098,79,3013,4945,72,535,153,7,6254,8100,138,4469,113,1785,783,25
Summer,0,1,10.13,2,Blue,jng,Broxah,Team Liquid,Lee Sin,Gangplank,Volibear,Wukong,LeBlanc,Bard,2283,1,0,1,7,10,5,0,0,0,0,1,0,1,0,0.2628,0.3942,4304,113.1143,0.055631,738.3706,998.8962,19,0.4993,15,0.3942,12,67,1.7608,11930,6997,183.8896,0.146326,11075,208,30,178,103,16,5.4665,3007,3196,60,2989,3017,58,18,179,2,4683,5096,92,4495,93,188,210,-1
Summer,0,1,10.13,3,Blue,mid,Jensen,Team Liquid,Azir,Gangplank,Volibear,Wukong,LeBlanc,Bard,2283,1,3,0,5,10,5,1,0,0,0,1,0,1,0,0.2628,0.3942,22217,583.8896,0.287164,370.8279,227.8055,17,0.4468,16,0.4205,7,61,1.6032,17763,12830,337.1879,0.268308,14975,390,350,40,17,9,10.2497,3546,5162,96,3407,4860,95,139,302,1,5553,7943,149,4963,143,590,850,6
Summer,0,1,10.13,4,Blue,bot,Tactical,Team Liquid,Varus,Gangplank,Volibear,Wukong,LeBlanc,Bard,2283,1,0,2,7,10,5,0,0,0,0,0,0,0,0,0.2628,0.3942,29860,784.7569,0.385953,426.9382,207.1222,17,0.4468,23,0.6045,4,60,1.5769,16127,11194,294.1919,0.234096,14500,363,344,19,8,4,9.5401,3107,2822,80,3658,3282,100,-551,-460,-20,5880,5200,139,5318,146,562,-36,-7
Summer,0,1,10.13,5,Blue,sup,CoreJJ,Team Liquid,Tahm Kench,Gangplank,Volibear,Wukong,LeBlanc,Bard,2283,1,0,2,5,10,5,0,0,0,0,0,0,0,0,0.2628,0.3942,3579,94.0604,0.04626,501.8922,464.2838,58,1.5243,7,0.184,19,99,2.6018,8558,3625,95.2694,0.0758093,7775,32,32,0,0,0,0.841,2084,2942,12,2153,2989,2,-69,-47,10,3427,4011,20,3054,5,373,-203,15
Spring,0,1,10.05,1,Blue,top,Impact,Team Liquid,Mordekaiser,Senna,Yuumi,Xayah,Gragas,Pantheon,2197,0,2,3,1,4,13,0,0,0,0,0,0,0,1,0.1092,0.4643,19246,525.6076,0.435322,640.3095,883.7506,16,0.437,3,0.0819,6,31,0.8466,12880,8123,221.8389,0.235547,12425,264,246,18,11,0,7.2098,2631,4377,62,3497,4746,81,-866,-369,-19,4583,6575,94,5639,119,-1056,-403,-25
Spring,0,1,10.05,2,Blue,jng,Broxah,Team Liquid,Trundle,Senna,Yuumi,Xayah,Gragas,Pantheon,2197,0,1,3,1,4,13,0,0,0,0,0,0,0,0,0.1092,0.4643,3092,84.4424,0.0699373,869.2763,813.5913,12,0.3277,19,0.5189,13,47,1.2836,9317,4560,124.5335,0.132223,8525,170,53,117,87,4,4.6427,3265,3564,64,3110,3088,52,155,476,12,4665,5201,92,4498,66,167,424,26
Spring,0,1,10.05,3,Blue,mid,Jensen,Team Liquid,Cassiopeia,Senna,Yuumi,Xayah,Gragas,Pantheon,2197,0,0,3,2,4,13,0,0,0,0,0,0,0,0,0.1092,0.4643,7315,199.7724,0.165457,631.4884,295.9854,11,0.3004,6,0.1639,6,22,0.6008,12705,7948,217.0596,0.230472,10925,317,291,26,26,0,8.6573,3464,4498,91,3561,5167,86,-97,-669,5,4822,6301,124,5878,141,-1056,-1858,-17
Spring,0,1,10.05,4,Blue,bot,Doublelift,Team Liquid,Varus,Senna,Yuumi,Xayah,Gragas,Pantheon,2197,0,1,2,1,4,13,0,0,0,0,0,0,0,0,0.1092,0.4643,11958,326.5726,0.270476,294.9203,494.6381,13,0.355,12,0.3277,4,41,1.1197,16674,11917,325.4529,0.345571,14775,441,411,30,20,0,12.0437,3422,3127,95,3367,3297,92,55,-170,3,5721,5493,149,4819,127,902,575,22
Spring,0,1,10.05,5,Blue,sup,CoreJJ,Team Liquid,Braum,Senna,Yuumi,Xayah,Gragas,Pantheon,2197,0,0,2,1,4,13,0,0,0,0,0,0,0,0,0.1092,0.4643,2600,71.0059,0.0588089,463.8052,646.3996,50,1.3655,13,0.355,13,97,2.6491,6695,1938,52.9267,0.0561867,6275,33,33,0,0,0,0.9012,2062,2706,11,2025,2599,12,37,107,-1,3226,3649,20,3055,21,171,-148,-1
Spring,0,1,10.05,6,Red,top,Impact,Team Liquid,Gangplank,Senna,Aphelios,Pantheon,Rek'Sai,Sejuani,2519,1,3,0,10,18,2,0,0,0,0,1,0,1,0,0.4287,0.4764,32401,771.7586,0.3625,736.5542,627.4633,20,0.4764,5,0.1191,5,44,1.048,18367,12953,308.5272,0.257103,18083,353,351,2,0,1,8.4081,3491,4652,77,2935,4474,71,556,178,6,5546,7245,119,4648,123,898,-220,-4
Spring,0,1,10.05,7,Red,jng,Broxah,Team Liquid,Gragas,Senna,Aphelios,Pantheon,Rek'Sai,Sejuani,2519,1,4,0,10,18,2,0,0,0,0,1,1,0,0,0.4287,0.4764,10924,260.1985,0.122217,806.582,573.156,35,0.8337,10,0.2382,19,67,1.5959,13112,7698,183.3585,0.152794,11850,173,28,145,101,11,4.1207,2993,2797,43,2815,3414,59,178,-617,-16,4568,4531,72,4369,89,199,-763,-17
Spring,0,1,10.05,8,Red,mid,Jensen,Team Liquid,Zoe,Senna,Aphelios,Pantheon,Rek'Sai,Sejuani,2519,1,6,2,9,18,2,1,0,0,0,0,0,0,0,0.4287,0.4764,29744,708.4716,0.332774,437.2211,243.7158,14,0.3335,12,0.2858,4,36,0.8575,16071,10657,253.8388,0.211529,14650,308,278,30,20,9,7.3362,3025,4433,79,3119,4116,82,-94,317,-3,4959,7186,127,5080,135,-121,678,-8
Spring,0,1,10.05,9,Red,bot,Doublelift,Team Liquid,Xayah,Senna,Aphelios,Pantheon,Rek'Sai,Sejuani,2519,1,5,0,4,18,2,1,0,0,0,0,0,0,0,0.4287,0.4764,11844,282.1119,0.13251,422.3819,435.1012,17,0.4049,26,0.6193,3,66,1.5721,20084,14670,349.4244,0.291184,17770,479,390,89,48,20,11.4093,3189,3227,82,3318,3343,91,-129,-116,-9,4895,5515,132,5249,146,-354,-65,-14
Spring,0,1,10.05,10,Red,sup,CoreJJ,Team Liquid,Rakan,Senna,Aphelios,Pantheon,Rek'Sai,Sejuani,2519,1,0,0,16,18,2,0,0,0,0,0,0,0,0,0.4287,0.4764,4469,106.447,0.0499989,240.7384,419.1425,72,1.715,35,0.8337,19,138,3.287,9817,4403,104.875,0.08739,8325,60,60,0,0,0,1.4291,2079,2621,14,2146,2385,17,-67,236,-3,3275,4232,29,3201,26,74,806,3
Summer,0,1,10.14,6,Red,top,Impact,Team Liquid,Ornn,Olaf,Nidalee,Twisted Fate,Kayle,Camille,2125,1,1,3,5,12,5,0,0,0,0,0,0,0,0,0.3388,0.48,9197,259.68,0.132562,889.4965,1316.0753,20,0.5647,2,0.0565,9,32,0.9035,11512,6901,194.8518,0.170199,10825,228,225,3,1,1,6.4376,3020,4310,61,3074,4326,61,-54,-16,0,4748,6792,106,4770,114,-22,-121,-8
Summer,0,1,10.14,7,Red,jng,Broxah,Team Liquid,Graves,Olaf,Nidalee,Twisted Fate,Kayle,Camille,2125,1,1,0,2,12,5,0,0,0,0,0,0,0,0,0.3388,0.48,5683,160.4612,0.0819124,516.4235,456.7624,9,0.2541,15,0.4235,10,54,1.5247,12455,7844,221.4776,0.193455,11225,253,52,201,127,29,7.1435,3039,3154,62,3633,3699,63,-594,-545,-1,4591,5218,96,5337,94,-746,-258,2
Summer,0,1,10.14,8,Red,mid,Jensen,Team Liquid,Zoe,Olaf,Nidalee,Twisted Fate,Kayle,Camille,2125,1,6,2,4,12,5,1,0,0,0,0,0,0,1,0.3388,0.48,22593,637.92,0.325646,405.3741,197.2235,11,0.3106,0,0,3,14,0.3953,15068,10457,295.2565,0.257895,14275,311,285,26,21,2,8.7812,3414,4769,95,3869,4518,83,-455,251,12,5187,7527,148,5912,145,-725,93,3
Summer,0,1,10.14,9,Red,bot,Tactical,Team Liquid,Ezreal,Olaf,Nidalee,Twisted Fate,Kayle,Camille,2125,1,3,0,5,12,5,0,0,0,0,0,0,0,0,0.3388,0.48,25940,732.4235,0.373888,558.8047,765.6,21,0.5929,12,0.3388,9,42,1.1859,15923,11312,319.3976,0.278981,15275,345,325,20,20,0,9.7412,3307,3682,87,3618,3558,99,-311,124,-12,5542,6473,145,5659,143,-117,893,2
Summer,0,1,10.14,10,Red,sup,CoreJJ,Team Liquid,Bard,Olaf,Nidalee,Twisted Fate,Kayle,Camille,2125,1,1,0,7,12,5,0,0,0,0,0,0,0,0,0.3388,0.48,5966,168.4518,0.0859914,289.7788,162.6635,86,2.4282,27,0.7624,14,172,4.8565,8644,4033,113.8729,0.0994698,7425,56,52,4,0,0,1.5812,2182,2328,17,2099,2583,17,83,-255,0,3275,3626,24,3505,32,-230,-354,-8
Spring,0,1,10.06,6,Red,top,Impact,Team Liquid,Renekton,Senna,Pantheon,Sett,Olaf,Elise,2111,0,1,4,1,6,12,0,0,0,0,0,0,0,1,0.1705,0.5116,6884,195.6608,0.155434,691.9469,640.8716,21,0.5969,6,0.1705,9,40,1.1369,11785,7203,204.7276,0.21945,11725,278,269,9,5,0,7.9015,2958,4222,69,3897,5107,89,-939,-885,-20,4645,7064,119,5840,141,-1195,-836,-22
Spring,0,1,10.06,7,Red,jng,Broxah,Team Liquid,Rek'Sai,Senna,Pantheon,Sett,Olaf,Elise,2111,0,1,2,4,6,12,0,0,0,0,0,0,0,0,0.1705,0.5116,4519,128.4415,0.102034,722.4728,438.361,16,0.4548,10,0.2842,16,42,1.1937,9414,4832,137.3378,0.147214,9025,164,10,154,104,8,4.6613,2780,2651,53,3172,2830,55,-392,-179,-2,4219,4642,88,4886,82,-667,192,6
Spring,0,1,10.06,8,Red,mid,Jensen,Team Liquid,Zoe,Senna,Pantheon,Sett,Olaf,Elise,2111,0,2,1,3,6,12,0,0,0,0,0,0,0,0,0.1705,0.5116,17209,489.1236,0.388561,336.9493,180.3411,14,0.3979,2,0.0568,5,24,0.6821,12835,8253,234.5713,0.25144,12075,309,293,16,16,0,8.7826,3396,4959,93,3380,4668,93,16,291,0,5265,7825,149,5518,141,-253,662,8
Spring,0,1,10.06,9,Red,bot,Doublelift,Team Liquid,Kalista,Senna,Pantheon,Sett,Olaf,Elise,2111,0,2,3,3,6,12,0,0,0,0,0,0,0,0,0.1705,0.5116,13598,386.4898,0.307029,440.1516,372.4775,16,0.4548,14,0.3979,5,46,1.3074,14466,9884,280.9285,0.301131,14275,338,312,26,22,3,9.6068,3335,3221,93,2961,2943,77,374,278,16,5160,5499,152,4827,131,333,-178,21
Spring,0,1,10.06,10,Red,sup,CoreJJ,Team Liquid,Taric,Senna,Pantheon,Sett,Olaf,Elise,2111,0,0,2,6,6,12,0,0,0,0,0,0,0,0,0.1705,0.5116,2079,59.0905,0.0469417,383.5907,434.1544,49,1.3927,17,0.4832,13,108,3.0696,7233,2651,75.3482,0.0807658,6875,42,42,0,0,0,1.1937,2121,2881,17,2205,2912,20,-84,-31,-3,3171,4224,26,3413,30,-242,617,-4
Spring,0,1,10.02,6,Red,top,Impact,Team Liquid,Gangplank,Akali,Sett,Lucian,Qiyana,Braum,2508,0,1,4,2,5,13,0,0,0,0,0,0,0,0,0.1196,0.4306,26377,631.0287,0.366429,639.1866,497.488,16,0.3828,2,0.0478,2,20,0.4785,17838,12446,297.7512,0.313967,16783,392,388,4,4,0,9.378,3164,4944,76,2857,4825,64,307,119,12,4975,7744,126,5097,113,-122,-56,13
Spring,0,1,10.02,7,Red,jng,Shernfire,Team Liquid,Lee Sin,Akali,Sett,Lucian,Qiyana,Braum,2508,0,1,4,1,5,13,0,0,0,0,0,0,0,1,0.1196,0.4306,6293,150.5502,0.0874222,739.9522,670.4785,30,0.7177,12,0.2871,15,50,1.1962,10325,4933,118.0144,0.124443,9600,158,41,117,89,0,3.7799,2541,2154,42,3318,2498,47,-777,-344,-5,3823,3520,66,4802,77,-979,-1077,-11
Spring,0,1,10.02,8,Red,mid,Jensen,Team Liquid,Syndra,Akali,Sett,Lucian,Qiyana,Braum,2508,0,1,1,2,5,13,0,0,0,0,0,0,0,0,0.1196,0.4306,19891,475.8612,0.276325,281.0766,155.8612,15,0.3589,6,0.1435,10,31,0.7416,14576,9184,219.7129,0.231679,14250,360,331,29,14,8,8.6124,3273,5012,90,3163,4955,88,110,57,2,5114,7773,146,5972,150,-858,-449,-4
Spring,0,1,10.02,9,Red,bot,Doublelift,Team Liquid,Senna,Akali,Sett,Lucian,Qiyana,Braum,2508,0,1,1,3,5,13,0,0,0,0,0,0,0,0,0.1196,0.4306,17094,408.9474,0.237469,336.1722,229.0191,14,0.3349,13,0.311,4,35,0.8373,15101,9709,232.2727,0.244923,14000,353,342,11,10,0,8.445,3314,3674,88,3598,3075,84,-284,599,4,5327,5946,146,5603,146,-276,578,0
Spring,0,1,10.02,10,Red,sup,CoreJJ,Team Liquid,Tahm Kench,Akali,Sett,Lucian,Qiyana,Braum,2508,0,1,3,2,5,13,0,0,0,0,0,0,0,0,0.1196,0.4306,2329,55.7177,0.0323544,548.0622,640.7416,52,1.244,14,0.3349,18,86,2.0574,8761,3369,80.5981,0.0849889,7100,42,42,0,0,0,1.0048,1953,1859,11,2310,2067,15,-357,-208,-4,2984,3352,18,3477,24,-493,-460,-6
Spring,0,1,10.02,1,Blue,top,Impact,Team Liquid,Kennen,Lucian,Soraka,Sett,Syndra,Mordekaiser,1822,0,0,2,4,7,12,0,0,0,0,0,0,0,0,0.2305,0.6257,12423,409.0999,0.31593,460.8342,307.5741,13,0.4281,5,0.1647,5,29,0.955,9641,5649,186.0263,0.200156,9725,239,235,4,0,0,7.8705,3282,4983,89,3111,4583,79,171,400,10,4848,7741,135,5026,138,-178,-47,-3
Spring,0,1,10.02,2,Blue,jng,Shernfire,Team Liquid,Jarvan IV,Lucian,Soraka,Sett,Syndra,Mordekaiser,1822,0,5,3,2,7,12,1,0,0,0,0,0,0,0,0.2305,0.6257,7021,231.2075,0.178551,732.4149,686.4105,9,0.2964,10,0.3293,8,27,0.8891,9944,5952,196.0044,0.210893,9075,162,22,140,102,8,5.3348,3149,2955,57,3012,3052,59,137,-97,-2,4758,4898,89,5135,102,-377,-585,-13
Spring,0,1,10.02,3,Blue,mid,Jensen,Team Liquid,Rumble,Lucian,Soraka,Sett,Syndra,Mordekaiser,1822,0,0,2,5,7,12,0,0,0,0,0,0,0,0,0.2305,0.6257,7213,237.5302,0.183434,593.9407,567.6619,12,0.3952,2,0.0659,8,26,0.8562,10763,6771,222.9748,0.239914,10200,262,256,6,6,0,8.6279,3361,4944,83,3188,4657,85,173,287,-2,4924,7145,127,4296,109,628,1207,18
Spring,0,1,10.02,4,Blue,bot,Doublelift,Team Liquid,Senna,Lucian,Soraka,Sett,Syndra,Mordekaiser,1822,0,2,3,4,7,12,0,0,0,0,0,0,0,1,0.2305,0.6257,9094,299.4731,0.23127,472.9199,266.8716,9,0.2964,6,0.1976,4,32,1.0538,11300,7308,240.6586,0.258943,9850,251,245,6,6,0,8.2656,3015,2965,73,3613,3481,97,-598,-516,-24,5063,5307,120,6765,149,-1702,-890,-29
Spring,0,1,10.02,5,Blue,sup,CoreJJ,Team Liquid,Galio,Lucian,Soraka,Sett,Syndra,Mordekaiser,1822,0,0,2,6,7,12,0,0,0,0,0,0,0,0,0.2305,0.6257,3571,117.596,0.0908143,411.0428,463.831,35,1.1526,9,0.2964,10,69,2.2722,6535,2543,83.7431,0.0900945,6450,64,64,0,0,0,2.1076,2104,2878,19,2395,2851,10,-291,27,9,3232,4463,32,3696,19,-464,400,13
Spring,0,1,10.01,6,Red,top,Impact,Team Liquid,Mordekaiser,Akali,Qiyana,Rumble,Zoe,LeBlanc,1474,0,1,2,1,3,9,0,0,0,0,1,0,1,0,0.1221,0.4885,7258,295.441,0.297947,465.6309,452.8494,9,0.3664,1,0.0407,2,19,0.7734,7559,4276,174.057,0.21317,6685,162,162,0,0,0,6.5943,3012,4420,76,3323,4983,86,-311,-563,-10,4681,6176,102,5193,125,-512,-1842,-23
Spring,0,1,10.01,7,Red,jng,Shernfire,Team Liquid,Jarvan IV,Akali,Qiyana,Rumble,Zoe,LeBlanc,1474,0,1,2,2,3,9,0,0,0,0,1,0,1,0,0.1221,0.4885,3853,156.8385,0.158169,793.3921,512.8901,6,0.2442,7,0.2849,5,25,1.0176,7330,4047,164.7354,0.201755,6600,138,17,121,99,0,5.6174,3025,2927,61,2801,2882,55,224,45,6,4790,4787,91,4189,78,601,227,13
Spring,0,1,10.01,8,Red,mid,Jensen,Team Liquid,Azir,Akali,Qiyana,Rumble,Zoe,LeBlanc,1474,0,0,3,1,3,9,0,0,0,0,0,0,0,0,0.1221,0.4885,6585,268.0461,0.27032,416.0109,202.3474,8,0.3256,3,0.1221,4,13,0.5292,8174,4891,199.0909,0.243826,7825,206,195,11,11,0,8.3853,3450,5002,92,3142,4568,79,308,434,13,5020,7257,136,5414,124,-394,186,12
